ID,Name,TeamName,Role
1161,★ ⑳ salzani,The Clutch Force,
1162,★ ⑳ KINAL,NYXE ESPORTS,Lurker
1163,★ ⑳ joax,The Clutch Force,
1164,★ ⑳ latta_,The Clutch Force,
1165,★ ⑳ solid,Paquetá Gaming,
1166,★ ⑳ v7b,Meta Paraguay,
1167,★ ⑳ Lukz-iwnl-,Meta Paraguay,
1168,★ ⑳ De$tiNy,Paquetá Gaming,Entry Fragger
1169,AKEX,Meta Paraguay,
1170,★ ⑳ iDk,Paquetá Gaming,
1171,★ ⑳ aNG,Meta Paraguay,
1172,★ ⑳ KHTEXy,Paquetá Gaming,Suporte
1173,★ ⑳ Dav1dpy10,Meta Paraguay,
1174,★ ⑳ kjkjkjkjkjkjkkkkjkjkjkjk,Paquetá Gaming,
1175,★ ⑳ disturbed,blast,
1176,★ ⑳ heartless,VivoKeyd Academy,
1177,★ ⑳ FL9HV1NjKo_O,0,
1178,★ ⑳ jApA,0,
1179,★ ⑳ coxinha,VivoKeyd Academy,
1180,★ ⑳ chavera[?],blast,
1181,★ ⑳ ph1,0,
1182,★ ⑳ rainny-_-,VivoKeyd Academy,
1183,★ ⑳ heavY,blast,
1184,★ ⑳ hyd,blast,
1185,★ ⑳ Sulfide,Nostalgia Gamers,
1186,★ ⑳ Tryzin,Eldorado Legends,
1187,★ ⑳ Comar,Nostalgia Gamers,
1188,★ ⑳ celiN-,Eldorado Legends,
1189,★ ⑳ sbramos,Eldorado Legends,
1190,★ ⑳ toto,Nostalgia Gamers,
1191,★ ⑳ 1nrq :],Eldorado Legends,
1192,"★ ⑳ Runaway,",Nostalgia Gamers,
1193,★ ⑳ yanoooo_<,Eldorado Legends,
1194,★ ⑳ d e m o n,Nostalgia Gamers,
1195,★ ⑲ jawazN,Nostalgia Gamers,
1196,★ ⑳ GAFTE,UFSC TITANS,
1197,★ ⑳ lauzy-,doubleSense,
1198,★ ⑳ lesteR7!,UFSC TITANS,
1199,★ ⑳ stanckz,UFSC TITANS,
1200,★ ⑳ v1rtuw,doubleSense,
1201,★ ⑳ nollan,UFSC TITANS,
1202,★ ⑳ Ismailcan,doubleSense,
1203,★ ⑳ skn,doubleSense,
1204,★ ⑳ Little rubber duck,UFSC TITANS,
1205,★ ⑳ ziK,doubleSense,
1206,★ ⑳ Leozin,Jaguares,
1207,★ ⑳ kziN,Jaguares,
1208,★ ⑳ roz-,Jaguares,
1209,★ ⑳ TEKO^__^,Jaguares,
1210,★ ⑳ desh,Jaguares,
1211,★ ⑳ hoax,KG Network,
1212,★ ⑳ vLaZin,KG Network,
1213,★ ⑳ segalla,0,
1214,★ ⑳ lukz,KG Network,
1215,★ ⑳ UnK,KG Network,
1216,★ ⑳ kai,0,
1217,★ ⑳ jqn,Acotados,
1218,★ ⑳ xanc,eBRO,
1219,★ ⑳ sai,eBRO,
1220,★ ⑳ famus,Acotados,
1221,★ ⑳ Diovand,Acotados,
1222,★ ⑳ LEu[1],eBRO,
1223,★ ⑳ bruno,Acotados,
1224,★ ⑳ Ray Donovan,Acotados,
1225,★ ⑳ eBRO knark,eBRO,
1226,★ ⑳ seams,0,
1227,★ ⑳ Fuka,Tropinha do Zap,
1228,★ ⑳ Perpetuo,Wygers Juniors,
1229,★ ⑳ guardinha da CET,Tropinha do Zap,
1230,★ ⑳ toto-s,Wygers Juniors,
1231,★ ⑳ molten moedor de cana,Tropinha do Zap,
1232,★ ⑳ Jonas de Abril,Tropinha do Zap,
1233,★ ⑳ natszu ♥,Wygers Juniors,
1234,★ ⑳ HAARPER,Tropinha do Zap,
1235,★ ⑳ zrx,Wygers Juniors,
1236,★ ⑳ KNCERATOAQN,BD.ECHO,
1237,★ ⑳ AKEX,Meta Paraguay,
1238,★ ⑳ aNG,Meta Paraguay,
1239,★ ⑳ t9rnay,BD.ECHO,
1240,★ ⑳ fREQ,BD.ECHO,
1241,★ ⑳ v7b,Meta Paraguay,
1242,★ ⑳ Lukz-iwnl-,Meta Paraguay,
1243,★ ⑳ GYZER*,BD.ECHO,
1244,★ ⑳ chay ;),BD.ECHO,
1245,★ ⑳ Dav1dpy10,Meta Paraguay,
1246,★ ⑳ detr0ittJ,FURIA Academy,
1247,★ ⑳ FFFELIPINHO1F,KG Academy,
1248,★ ⑳ brn$,KG Academy,
1249,★ ⑳ zmb,FURIA Academy,AWPer
1250,★ ⑳ ninjaZ,FURIA Academy,
1251,★ ⑳ antonini,KG Academy,
1252,★ ⑳ msr,FURIA Academy,
1253,★ ⑳ LzBK,KG Academy,
1254,★ ⑳ r4ul,FURIA Academy,
1255,★ ⑳ pedrinzy,KG Academy,
1256,★ ⑳ fp1,0,
1257,★ ⑳ JonY BoY,Furious Gaming,
1258,★ ⑳ Bruninho ;),RedragoN,
1259,★ ⑳ kurg4n,RedragoN,
1260,★ ⑳ nacho,Furious Gaming,
1261,★ ⑳ ab!zz,Furious Gaming,
1262,★ ⑳ puni,RedragoN,
1263,★ ⑳ Owen$inhoM^^,Furious Gaming,
1264,★ ⑳ gooden,Furious Gaming,
1265,★ ⑳ proSHOW,RedragoN,
1266,★ ⑳ lukz,KG Network,
1267,★ ⑳ hoax,KG Network,
1268,★ ⑳ UnK,KG Network,
1269,★ ⑳ vLaZin,KG Network,
1270,★ ⑳ segalla,KG Network,
1271,★ ⑳ TEKO^__^,Jaguares,
1272,★ ⑳ kziN,Jaguares,
1273,★ ⑳ Leozin,Jaguares,
1274,★ ⑳ desh,Jaguares,
1275,★ ⑳ roz-,Jaguares,
1276,★ ⑳ ksloks,Rush Youngsters,
1277,★ ⑳ solid,Paquetá Gaming,
1278,★ ⑳ Brabo,Rush Youngsters,
1279,★ ⑳ KHTEXy,Paquetá Gaming,
1280,★ ⑳ Shout,Rush Youngsters,
1281,★ ⑳ De$tiNy,Paquetá Gaming,Entry Fragger
1282,★ ⑳ aNgelzera,Rush Youngsters,
1283,★ ⑳ kjkjkjkjkjkjkkkkjkjkjkjk,Paquetá Gaming,
1284,★ ⑳ mlc,Rush Youngsters,
1285,★ ⑳ iDk,Paquetá Gaming,
1286,★ ⑳ Gurizao,Red Skull Esports,
1287,★ ⑳ BALLER,STREAM TEAM,
1288,★ ⑳ yan,Red Skull Esports,
1289,★ ⑳ NICKY WONDERS,STREAM TEAM,
1290,★ ⑳ Straka,STREAM TEAM,
1291,★ ⑳ K1nG L0rd$♥L,Red Skull Esports,
1292,★ ⑳ TATAN',STREAM TEAM,
1293,★ ⑳ WillziN,Red Skull Esports,
1294,★ ⑳ baldu-dA-DeVaSt8rR,STREAM TEAM,
1295,★ ⑱ krusty:v,Red Skull Esports,
1296,★ ⑳ Straafer,BARCELONA,
1297,★ ⑳ PedrinS3,SEMORG!,Suporte
1298,★ ⑳ tln,BARCELONA,
1299,★ ⑳ shut,SEMORG!,
1300,★ ⑳ BR2DES7DACORO,SEMORG!,AWPer
1301,★ ⑳ bsd the ace,BARCELONA,
1302,★ ⑳ abg,SEMORG!,Lurker
1303,★ ⑳ BR2LUKDACORO,SEMORG!,
1304,★ ⑳ rfl,BARCELONA,
1305,★ ⑳ destroyer,BARCELONA,
1306,★ ⑳ ninOSTYLE.-,Bittersod Emerald,
1307,★ ⑳ sTawer,SpaceStre$$,
1308,★ ⑳ razor,Bittersod Emerald,
1309,★ ⑳ priamind_,SpaceStre$$,
1310,★ ⑳ fpnn,Bittersod Emerald,
1311,★ ⑳ h4h4h4',SpaceStre$$,
1312,★ ⑳ hax,Bittersod Emerald,
1313,★ ⑳ nks-_-,Bittersod Emerald,
1314,★ ⑳ phs-,SpaceStre$$,
1315,★ ⑳ vNs;,SpaceStre$$,
1316,★ ⑳ aidy_y,LANGamers Esports,
1317,★ ⑳ luke,NK e-Sports,
1318,★ ⑳ urban0-,NK e-Sports,
1319,★ ⑳ wizt,LANGamers Esports,
1320,★ ⑳ guru J,NK e-Sports,
1321,★ ⑳ guztt,LANGamers Esports,
1322,★ ⑳ twitch.tv/brkkfps1 * SkillLanhouse,NK e-Sports,
1323,★ ⑳ KnoX,NK e-Sports,
1324,★ ⑳ panchi -A-,LANGamers Esports,
1325,★ ⑳ banda,LANGamers Esports,
1326,★ ⑳ Juaniv;),Hawks,
1327,★ ⑳ r.C;],NOORG (ex-Ludens),
1328,★ ⑳ lovins,NOORG (ex-Ludens),
1329,★ ⑳ relentless -s-,Hawks,
1330,★ ⑳ vish,NOORG (ex-Ludens),
1331,★ ⑳ akaramelaO',Hawks,
1332,★ ⑳ barragan,NOORG (ex-Ludens),
1333,★ ⑳ Chuky,Hawks,
1334,★ ⑳ fear,NOORG (ex-Ludens),
1335,★ ⑳ tomj ♥ N,Hawks,
1336,★ ⑳ SANGUE /A/,Mariners Sports,
1337,★ ⑳ Hezz †,STONE MOVISTAR,
1338,★ ⑳ pavv+,STONE MOVISTAR,
1339,★ ⑳ eXp,Mariners Sports,
1340,★ ⑳ fuscovid,STONE MOVISTAR,
1341,★ ⑳ gta rp player,Mariners Sports,
1342,★ ⑳ brt,Mariners Sports,
1343,★ ⑲ guishorromonstro,STONE MOVISTAR,
1344,★ ⑳ shawty,STONE MOVISTAR,
1345,★ ⑳ diabaz,Mariners Sports,
1346,★ ⑳ kaoz,NONAME,
1347,★ ⑳ aguwall,WAP Esports,
1348,★ ⑳ zock9,NONAME,
1349,★ ⑳ aguze [t],WAP Esports,
1350,★ ⑳ mgL^.^,NONAME,
1351,★ ⑳ Farés,WAP Esports,
1352,★ ⑳ kouzy-,WAP Esports,
1353,★ ⑳ nskbEAST-,NONAME,
1354,★ ⑳ Raphiita,WAP Esports,
1355,★ ⑳ zocks,NONAME,
1356,★ ⑳ magnuh,BRASA GAMING,
1357,★ ⑳ Demonos,Elevate GG,
1358,★ ⑳ ricdicGREAT,Elevate GG,
1359,★ ⑳ twitch.tv/CutzMeretz,Elevate GG,
1360,★ ⓪ SALIMCS,BRASA GAMING,
1361,★ ⑳ history,Elevate GG,
1362,★ ⑳ NcK,BRASA GAMING,
1363,★ ⑳ ryu-,BRASA GAMING,
1364,★ ⑳ bruno_x,Elevate GG,
1365,★ ⑳ gon,BRASA GAMING,
1366,★ ⑳ gAtito,Procyon Team,Entry Fragger
1367,★ ⑳ abr,Vivo Keyd,Lurker
1368,★ ⑳ DGN,Procyon Team,
1369,★ ⑳ Axley,Vivo Keyd,
1370,★ ⑳ kissmyass,Procyon Team,AWPer
1371,★ ⑳ ponterD,Vivo Keyd,
1372,★ ⑳ TIKO,Procyon Team,
1373,★ ⑳ kye,Vivo Keyd,
1374,★ ⑳ GATICA del PAM,Procyon Team,IGL
1375,★ ⑳ yj2k,Vivo Keyd,Suporte
1376,★ ⑳ mileroff,Beneath Gaming,
1377,★ ⑳ mlhzin,Beneath Gaming,
1378,★ ⑳ mtsGOD,Stars Horizon,
1379,★ ⑳ bnc,Stars Horizon,
1380,★ ⑳ kyoshix),Beneath Gaming,
1381,★ ⑳ SUNDAYYYY,Stars Horizon,
1382,★ ⑳ tkl,Stars Horizon,
1383,★ ⑳ galaxyy,Beneath Gaming,
1384,★ ⑳ $tormZ,Beneath Gaming,
1385,★ ⑳ Reix,Stars Horizon,
1386,★ ⑳ rNk,Titans Esports,
1387,★ ⑳ sf_,URSO NÃO JOGAR DUST2,
1388,★ ⑳ gabriellll,URSO NÃO JOGAR DUST2,
1389,★ ⑳ k1n,Titans Esports,
1390,★ ⑳ brk,Titans Esports,
1391,★ ⑳ bUgAnDo TuDo,URSO NÃO JOGAR DUST2,
1392,★ ⑳ N1v,Titans Esports,
1393,★ ⑳ hn1,Titans Esports,
1394,★ ⑳ gu1,URSO NÃO JOGAR DUST2,
1395,★ ⑳ KOBE,URSO NÃO JOGAR DUST2,
1396,★ ⑳ lukz,KG Network,
1397,★ ⑳ desh,Jaguares,AWPer
1398,★ ⑳ UnK,KG Network,
1399,★ ⑳ roz-,Jaguares,Lurker
1400,★ ⑳ Leozin,Jaguares,Entry Fragger
1401,★ ⑳ hoax,KG Network,
1402,★ ⑳ vLaZin,KG Network,
1403,★ ⑳ segalla,KG Network,
1404,★ ⑳ TEKO^__^,Jaguares,Suporte
1405,★ ⑳ kziN,Jaguares,IGL
1406,★ ⑳ LEu[1],eBRO,
1407,★ ⑳ Piccas0,MZ TEAM,
1408,★ ⑳ sant1,MZ TEAM,
1409,★ ⑳ xanc,eBRO,
1410,★ ⑳ kai,eBRO,
1411,★ ⑳ zekla,MZ TEAM,
1412,★ ⑳ styko,MZ TEAM,
1413,★ ⑳ sai,eBRO,
1414,★ ⑳ Cronodinho,MZ TEAM,
1415,★ ⑳ eBRO knark,eBRO,
1416,★ ⑳ loop$lv *POPDOG,WE ARE ONE,
1417,★ ⑳ MRN1,RIVER PLATE GAMING,
1418,★ ⑳ lend,WE ARE ONE,
1419,★ ⑳ atarax1asetansis6x:ñ_,RIVER PLATE GAMING,
1420,★ ⑳ coeDEUS,WE ARE ONE,
1421,★ ⑳ arieldidi,RIVER PLATE GAMING,
1422,★ ⑳ shine.-,WE ARE ONE,
1423,★ ⑳ minimal^^,RIVER PLATE GAMING,
1424,★ ⑳ ktn,WE ARE ONE,
1425,★ ⑳ guidimon,RIVER PLATE GAMING,
1426,★ ⑳ rz1nX),SM GAMING,
1427,★ ⑳ -s1mão- @jaguaresgg,Jaguares PINK Academy,
1428,★ ⑳ Twitch.tv/matheusttus,SM GAMING,
1429,★ ⑳ ALENCARrx_,Jaguares PINK Academy,
1430,★ ⑳ Feremm,SM GAMING,
1431,★ ⑳ gbrr,SM GAMING,
1432,★ ⑳ Novak Djokovic,Jaguares PINK Academy,
1433,★ ⑳ phznn-,Jaguares PINK Academy,
1434,★ ⑳ -ZIG-,Jaguares PINK Academy,
1435,★ ⑳ d1sAble,SM GAMING,
1436,★ ⑳ Diovand,Acotados,
1437,★ ⑳ MickY™,BTH-Esports,
1438,★ ⑳ jqn,Acotados,
1439,★ ⑳ Aang SKyWALKER^^,BTH-Esports,
1440,★ ⑳ Tarta,BTH-Esports,
1441,★ ⑳ bruno,Acotados,
1442,★ ⑳ sickick,Acotados,
1443,★ ⑳ Ray Donovan,Acotados,
1444,★ ⑳ guishu,BTH-Esports,
1445,★ ⑳ Brokenqad,BTH-Esports,
1446,★ ⑳ GABB,JACKBOY$ (NO ORG),
1447,★ ⑳ coxinha,VivoKeyd Academy,
1448,★ ⑳ happ^,JACKBOY$ (NO ORG),
1449,★ ⑳ Haz4rt,JACKBOY$ (NO ORG),
1450,★ ⑳ rainny-_-,VivoKeyd Academy,
1451,★ ⑳ nickWRLD- *^!,JACKBOY$ (NO ORG),
1452,★ ⑳ heartless,VivoKeyd Academy,
1453,★ ⑳ kami*,JACKBOY$ (NO ORG),
1454,★ ⑳ ph1,VivoKeyd Academy,
1455,★ ⑳ jApA,VivoKeyd Academy,
1456,★ ⑳ GBR-,0,
1457,★ ⑳ jAPA,0,
1458,★ ⑳ guZERA,INTZ,
1459,★ ⑳ PRN,Havan Liberty Academy,
1460,★ ⑳ parEdao[9],INTZ,
1461,★ ⑳ dukka,INTZ,
1462,★ ⑳ chara *LogitechG,INTZ,
1463,★ ⑳ jicozera,Havan Liberty Academy,
1464,★ ⑳ nax,Havan Liberty Academy,
1465,★ ⑳ paiva,INTZ,
1466,★ ⑳ jeaNziN^h$,AMIGOSDOPUG,
1467,★ ⑳ slimshady,SUGOI! e-Sports,
1468,★ ⑳ duk:v,AMIGOSDOPUG,
1469,★ ⑳ synerg,SUGOI! e-Sports,
1470,★ ⑳ James Corden,AMIGOSDOPUG,
1471,★ ⑳ CPX,SUGOI! e-Sports,
1472,★ ⑳ CHA,SUGOI! e-Sports,
1473,★ ⑳ poosh1ziK,AMIGOSDOPUG,
1474,★ ⑳ emut1,AMIGOSDOPUG,
1475,★ ⑳ vlx,SUGOI! e-Sports,
1476,★ ⑳ Maloquitaaaa,7belo,
1477,★ ⑳ sandman,GROUPiE$,
1478,★ ⑳ Dekuuj,7belo,
1479,★ ⑳ tyg,GROUPiE$,
1480,★ ⑳ jnzik4-,7belo,
1481,★ ⑳ where is my mind,0,
1482,★ ⑳ rdnzao,GROUPiE$,
1483,★ ⑳ deserved paradise,GROUPiE$,
1484,★ ⑳ Nothzera ^^,7belo,
1485,★ ⑳ -... .-. ..- -. ---,7belo,
1486,★ ⑳ LcmM,Rehl Esports,
1487,★ ⑳ proSHOW,RedragoN,
1488,★ ⑳ fp1,RedragoN,
1489,★ ⑳ gus,Rehl Esports,
1490,★ ⑳ Alisson,Rehl Esports,
1491,★ ⑳ Bruninho ;),RedragoN,
1492,★ ⑳ Ramm0s,Rehl Esports,
1493,★ ⑳ kurg4n,RedragoN,
1494,★ ⑳ gbb,Rehl Esports,
1495,★ ⑳ puni,RedragoN,
1496,★ ⑳ skN♥H,0,
1497,★ ⑳ jotti-,0,
1498,★ ⑳ invul,r3action,
1499,★ ⑳ BerSeCkaZo ♥j,Malvinas Gaming,
1500,★ ⑳ CloN7,r3action,
1501,★ ⑳ KLK,Malvinas Gaming,
1502,★ ⑳ gut0,r3action,
1503,★ ⑳ maxcel,r3action,
1504,★ ⑳ AKFULL,Malvinas Gaming,
1505,★ ⑳ FAKZ ^^,Malvinas Gaming,
1506,★ ⑳ westDEUS,BON$,
1507,★ ⑳ igux fan,RealDeal Rise,
1508,★ ⑳ CyBeR,RealDeal Rise,
1509,★ ⑳ agRFpsss,BON$,
1510,★ ⑳ JE4N-.,RealDeal Rise,
1511,★ ⑳ alanzy,BON$,
1512,★ ⑳ Leozzvn_ ♥t,RealDeal Rise,
1513,★ ⑳ BALiNHASKyWALKER,BON$,
1514,★ ⑳ henrizyn,BON$,
1515,★ ⑳ ayatinho,RealDeal Rise,
1516,★ ⑳ sn9wsickboy,0,
1517,★ ⑳ righi,0,
1518,★ ⑳ skitz``,The Clutch Force,
1519,"★ ⑳ KnK,GiR",BLE$$ED,
1520,★ ⑳ WqzSSJ,The Clutch Force,
1521,★ ⑳ pka,BLE$$ED,
1522,★ ⑳ salzani,The Clutch Force,
1523,★ ⑳ lelez1ka,BLE$$ED,
1524,★ ⑳ castelzin,BLE$$ED,
1525,★ ⑳ latta_,The Clutch Force,
1526,★ ⑳ restik,Meta Gaming,
1527,★ ⑳ 648,Meta Gaming,
1528,★ ⑳ nnnn,Meta Gaming,
1529,★ ⑳ elemeNt †,Meta Gaming,
1530,★ ⑳ rushardo,Meta Gaming,AWPer
1531,★ ⑳ ftx,Rush eSports,
1532,★ ⑳ TimothyoDaZl,Rush eSports,AWPer
1533,★ ⑳ insani,Rush eSports,
1534,★ ⑳ fbz,Rush eSports,IGL
1535,★ ⑳ Lehmann,Rush eSports,
1536,★ ⑳ vinizera,Polux E-sports,
1537,★ ⑳ r1see,NineNine,
1538,★ ⑳ SHiNODA -iwnl-,NineNine,
1539,★ ⑳ Anekz,Polux E-sports,
1540,★ ⑳ kaziN,Polux E-sports,
1541,★ ⑳ RpL,NineNine,
1542,★ ⑳ bnk3,Polux E-sports,
1543,★ ⑳ DebornY,NineNine,
1544,★ ⑳ n9xtZzZzy,NineNine,
1545,★ ⑳ rangel,Polux E-sports,
1546,★ ⑳ singlezao,0,
1547,★ ⑳ Shambles,0,
1548,★ ⑳ no quiero vivir,ORGxLESS,
1549,★ ⑳ knz,SUGOI! Gakkou,
1550,★ ⑳ zock,ORGxLESS,
1551,★ ⑳ NICO,SUGOI! Gakkou,
1552,★ ⑳ JERUZZZw0w,ORGxLESS,
1553,★ ⑳ nicolqszo,ORGxLESS,
1554,★ ⑳ amaz!ng,SUGOI! Gakkou,
1555,★ ⑳ jefy,ORGxLESS,
1556,★ ⑲ PACxM4N,GSTFAMILY,
1557,★ ⑳ MSD,ex-ubrain,
1558,★ ⑳ GV |,ex-ubrain,
1559,★ ⑳ bruno[1],GSTFAMILY,
1560,★ ⑳ guihhzo,GSTFAMILY,
1561,★ ⑳ STxiss,ex-ubrain,
1562,★ ⑳ SUPERDANTAO,ex-ubrain,
1563,★ ⑳ divine,GSTFAMILY,
1564,★ ⑳ alli-,ex-ubrain,
1565,★ ⑳ hitt #euteamobloodzin,GSTFAMILY,
1566,★ ⑳ 1nrq :],Eldorado Legends,
1567,★ ⑳ TISANJ3D,NOORG,
1568,★ ⑳ sbramos,Eldorado Legends,
1569,★ ⑳ nata,NOORG,
1570,★ ⑲ dazet,NOORG,
1571,★ ⑳ celiN-,Eldorado Legends,
1572,★ ⑳ yanoooo_<,Eldorado Legends,
1573,★ ⑳ nco,NOORG,
1574,★ ⑳ pipos,NOORG,
1575,★ ⑳ Tryzin,Eldorado Legends,
1576,★ ⑳ GATICA del PAM,Procyon Team,
1577,★ ⑳ kye,Vivo Keyd,
1578,★ ⑳ TIKO,Procyon Team,
1579,★ ⑳ DGN,Procyon Team,
1580,★ ⑳ Axley,Vivo Keyd,
1581,★ ⑳ ponterD,Vivo Keyd,
1582,★ ⑳ gAtito,Procyon Team,Entry Fragger
1583,★ ⑳ yj2k,Vivo Keyd,
1584,★ ⑳ kissmyass,Procyon Team,AWPer
1585,★ ⑳ abr,Vivo Keyd,
1586,★ ⑳ bsd the ace,BARCELONA,
1587,★ ⑳ sam*,Need Org,
1588,★ ⑳ Japowski -iwnl-,Need Org,
1589,★ ⑳ tln,BARCELONA,
1590,★ ⑳ ♥ LKS.-,Need Org,
1591,★ ⑳ markz,0,
1592,★ ⑳ Straafer,BARCELONA,
1593,★ ⑳ CchampsS,Need Org,
1594,★ ⑳ rfl,0,
1595,★ ⑳ destroyer,BARCELONA,
1596,★ ⑳ $TRIKER THE MILF,WorkHard eSports,
1597,★ ⑳ lovins,NOORG (ex-Ludens),
1598,★ ⑳ doiz,WorkHard eSports,
1599,★ ⑳ r.C;],NOORG (ex-Ludens),
1600,★ ⑳ barragan,NOORG (ex-Ludens),
1601,★ ⑳ brokeN,WorkHard eSports,
1602,★ ⑳ vish,NOORG (ex-Ludens),
1603,★ ⑳ Dropzera^_^,WorkHard eSports,
1604,★ ⑳ gh ;),WorkHard eSports,
1605,★ ⑳ fear,NOORG (ex-Ludens),
1606,★ ⑳ banda,LANGamers Esports,
1607,★ ⑳ BTN1 RX,Aposentados e Perigosos,
1608,★ ⑳ panchi -A-,LANGamers Esports,
1609,★ ⑳ guztt,LANGamers Esports,
1610,★ ⑳ Smart,Aposentados e Perigosos,
1611,★ ⑳ indian,Aposentados e Perigosos,
1612,★ ⑳ aidy_y,LANGamers Esports,
1613,★ ⑳ SWITCH DO MINDTRIP_^,Aposentados e Perigosos,
1614,★ ⑳ wizt♥c,LANGamers Esports,
1615,★ ⑳ not tHe dRuNky,Aposentados e Perigosos,
1616,★ ⑳ gMsss,Action X,Lurker
1617,★ ⑳ Delacroix,Action X,
1618,★ ⑳ onze,I Dont Have Roof,
1619,★ ⑱ Fvn-,Action X,
1620,★ ⑳ James,I Dont Have Roof,
1621,★ ⑳ Palensckii,I Dont Have Roof,
1622,★ ⑳ Kadzz,Action X,Suporte
1623,★ ⑳ Atlas,I Dont Have Roof,
1624,★ ⑳ fera-,I Dont Have Roof,
1625,★ ⑰ twitch.tv/Balthman,Action X,Entry Fragger
1626,★ ⑳ minimal^^,RIVER PLATE GAMING,
1627,★ ⓪ SALIMCS,BRASA GAMING,
1628,★ ⑳ NcK,BRASA GAMING,
1629,★ ⑳ MRN1,RIVER PLATE GAMING,
1630,★ ⑳ arieldidi,RIVER PLATE GAMING,
1631,★ ⑳ guidimon,RIVER PLATE GAMING,
1632,★ ⑳ gon,BRASA GAMING,
1633,★ ⑳ magnuh,BRASA GAMING,
1634,★ ⑳ atarax1asetansis6x:ñ_,RIVER PLATE GAMING,
1635,★ ⑳ ryu-,BRASA GAMING,
1636,★ ⑳ Reis,from hell,
1637,★ ⑳ LEO1 @queroapplegru,RENEGADOS,
1638,★ ⑳ duduzin @queroapplegru,0,
1639,★ ⑳ Imoto @QueroAppleGRU,RENEGADOS,
1640,★ ⑳ bumbum guloso,from hell,
1641,★ ⑳ Bonecomeister @queroapplegru,RENEGADOS,
1642,★ ⑳ n;),from hell,
1643,★ ⑳ kASE1 @QueroAppleGRU,RENEGADOS,
1644,★ ⑳ Zamp,from hell,
1645,★ ⑳ -dek0-,from hell,
1646,★ ⑳ BigShark,Atletico Goianiense Esports,
1647,★ ⑳ magniezi ♥‎,Atletico Goianiense Esports,
1648,★ ⑳ kauez,DETONA,
1649,★ ⑳ ALe,Atletico Goianiense Esports,
1650,★ ⑳ LGF-,Atletico Goianiense Esports,
1651,★ ⑳ NikoM,DETONA,
1652,★ ⑳ frostezor,DETONA,
1653,★ ⑳ Caiovysk ---,Atletico Goianiense Esports,
1654,★ ⑳ nqz,DETONA,
1655,★ ⑳ lux[1],DETONA,
1656,★ ⑳ zock9,NONAME,
1657,★ ⑳ ritzz_-,sans organisation,
1658,★ ⑳ mgL^.^,NONAME,
1659,★ ⑳ high fashion,sans organisation,
1660,★ ⑳ zocks,NONAME,
1661,★ ⑳ teleGOD,sans organisation,
1662,★ ⑳ nskbEAST-,NONAME,
1663,★ ⑳ lazzarus,sans organisation,
1664,★ ⑳ kaoz,NONAME,
1665,★ ⑳ xandezin,sans organisation,
1666,★ ⑳ t9rnay,BD.ECHO,
1667,★ ⑳ ElMori,Furnace Esports,
1668,★ ⑳ impax*,Furnace Esports,
1669,★ ⑳ chay ;),BD.ECHO,
1670,★ ⑳ darkpsy,Furnace Esports,
1671,★ ⑳ furydaking*,Furnace Esports,
1672,★ ⑳ GYZER*,BD.ECHO,
1673,★ ⑳ KNCERATOAQN,BD.ECHO,
1674,★ ⑳ patovis,Furnace Esports,
1675,★ ⑳ fREQ,BD.ECHO,
1676,★ ⑳ luch,0,
1677,★ ⑳ eddu,Team Lambda,
1678,★ ⑳ Anndy ♥ V,REC Esports,
1679,★ ⑳ kroonoskinggg,REC Esports,
1680,★ ⑳ boz0,Team Lambda,
1681,★ ⑳ thg,REC Esports,
1682,★ ⑳ rod^,Team Lambda,
1683,★ ⑳ Bluedee,Team Lambda,
1684,★ ⑳ no_one,REC Esports,
1685,★ ⑳ twitch.tv/sndfps,0,
1686,★ ⑳ KKRTZIN-,0,
1687,★ ⑳ iso,godenvyus,
1688,★ ⑳ WOWZK1LUKMITODOCARAI,kiddiNg2smile,
1689,★ ⑳ t9mpest,godenvyus,
1690,★ ⑳ LYO^_^,godenvyus,
1691,★ ⑳ MALDONADO,kiddiNg2smile,
1692,★ ⑲ brunetiss,kiddiNg2smile,
1693,★ ⑳ tt.tv/psYzerafps,kiddiNg2smile,
1694,★ ⑳ ped,godenvyus,
1695,★ ⑳ DexteR,godenvyus,
1696,★ ⑳ N1v,Titans Esports,
1697,★ ⑳ Andrade,MENINOS DA VILA (SEM ORG),
1698,★ ⑳ rNk,Titans Esports,
1699,★ ⑳ JGOD,MENINOS DA VILA (SEM ORG),
1700,★ ⑳ brk,Titans Esports,
1701,★ ⑲ reNtu_t,MENINOS DA VILA (SEM ORG),
1702,★ ⑳ k1n,Titans Esports,
1703,★ ⑳ twitch.tv/saya942,MENINOS DA VILA (SEM ORG),
1704,★ ⑳ lupito* “),MENINOS DA VILA (SEM ORG),
1705,★ ⑳ hn1,Titans Esports,
1706,★ ⑳ Owen$inhoM^^,Furious Gaming,
1707,★ ⑳ SUNDAYYYY,Stars Horizon,
1708,★ ⑳ gooden,Furious Gaming,
1709,★ ⑳ tkl,Stars Horizon,
1710,★ ⑳ nacho,Furious Gaming,
1711,★ ⑳ bnc,Stars Horizon,
1712,★ ⑳ ab!zz,Furious Gaming,
1713,★ ⑳ JonY BoY,Furious Gaming,
1714,★ ⑳ mtsGOD,Stars Horizon,
1715,★ ⑳ Reix,Stars Horizon,
1716,★ ⑳ RNN,DeserveIT,
1717,★ ⑳ DEDEEEE @LentesPerfectBlue,IMMORTALITY,
