ID,Name,TeamName,Role
2823,★ ⑳ lupito* “),MENINOS DA VILA (SEM ORG),
2824,★ ⑳ gu1,URSO NÃO JOGAR DUST2,
2825,★ ⑲ reNtu[t],MENINOS DA VILA (SEM ORG),
2826,★ ⑳ KOBE,URSO NÃO JOGAR DUST2,
2827,★ ⑳ vc n troca,URSO NÃO JOGAR DUST2,
2828,★ ⑳ Andrade,MENINOS DA VILA (SEM ORG),
2829,★ ⑳ Imoto @QueroAppleGRU,RENEGADOS,
2830,★ ⑳ Leo,ElZorro eSports,
2831,★ ⑳ Bonecomeister @queroapplegru,RENEGADOS,
2832,★ ⑳ chipi,ElZorro eSports,
2833,★ ⑳ LEO1 @queroapplegru,RENEGADOS,
2834,★ ⑳ duduzin @queroapplegru,RENEGADOS,
2835,★ ⑳ kASE1 @QueroAppleGRU,RENEGADOS,
2836,★ ⑳ saezx,ElZorro eSports,
2837,★ ⑳ Pheno,ElZorro eSports,
2838,★ ⑳ lks,ElZorro eSports,
2839,★ ⑳ patozer4 *@high.skins,0,
2840,★ ⑳ JMSfps *@high.skins,Galacticos (NO-ORG),
2841,★ ⑳ deg,BROKEN,
2842,★ ⑳ KrN *@high.skins,Galacticos (NO-ORG),
2843,★ ⑳ EduGOD,BROKEN,
2844,★ ⑳ BiT$ *@high.skins,Galacticos (NO-ORG),
2845,★ ⑳ yokz,BROKEN,
2846,★ ⑳ SlayGG^^ *@high.skins,Galacticos (NO-ORG),
2847,★ ⑳ Maaark #ABENÇOA,BROKEN,
2848,★ ⑳ aranw,BROKEN,
2849,★ ⑳ Little rubber duck,UFSC TITANS,
2850,★ ⑳ DexteR,godenvyus,
2851,★ ⑳ GAFTE,UFSC TITANS,
2852,★ ⑳ LYO^_^,godenvyus,
2853,★ ⑳ lesteR7!,UFSC TITANS,
2854,★ ⑳ iso,godenvyus,
2855,★ ⑳ t9mpest,godenvyus,
2856,★ ⑳ nollan,UFSC TITANS,
2857,★ ⑳ stanckz,UFSC TITANS,
2858,★ ⑳ ped,godenvyus,
2859,★ ⑳ relentless -s-,Hawks,
2860,★ ⑳ gh ;),WorkHard eSports,
2861,★ ⑳ Juaniv;),Hawks,
2862,★ ⑳ Chuky,Hawks,
2863,★ ⑳ brokeN,WorkHard eSports,
2864,★ ⑳ $TRIKER THE MILF,WorkHard eSports,
2865,★ ⑳ akaramelaO',Hawks,
2866,★ ⑳ doiz,WorkHard eSports,
2867,★ ⑳ tomj ♥ N,Hawks,
2868,★ ⑳ Dropzera^_^,WorkHard eSports,
2869,★ ⑳ kaoz,NONAME,
2870,★ ⑳ Dhelta | ATURAOUSURTA ♥,miyagi-do,
2871,★ ⑳ zock9,NONAME,
2872,★ ⑳ ninja28,miyagi-do,
2873,★ ⑳ honest,miyagi-do,
2874,★ ⑳ mgL^.^,NONAME,
2875,★ ⑳ F*CK LOVE,miyagi-do,
2876,★ ⑳ neskkSAMA-,NONAME,
2877,★ ⑳ zocks,NONAME,
2878,★ ⑳ A$AP Gonobu,miyagi-do,
2879,★ ⑳ vish,NOORG (ex-Ludens),
2880,★ ⑳ GaBi,FURIA,
2881,★ ⑳ lovins,NOORG (ex-Ludens),
2882,★ ⑳ kaahSENSEI,FURIA,
2883,★ ⑳ izaa,FURIA,
2884,★ ⑳ r.C;],NOORG (ex-Ludens),
2885,★ ⑳ gabs  -sH,FURIA,
2886,★ ⑳ fear,NOORG (ex-Ludens),
2887,★ ⑳ GABEE,FURIA,
2888,★ ⑳ barragan,NOORG (ex-Ludens),
2889,★ ⑳ Fuka,Tropinha do Zap,
2890,★ ⑳ maky,REAL MADRID 2018,
2891,★ ⑳ guardinha da CET,Tropinha do Zap,
2892,★ ⑳ Makumberu,REAL MADRID 2018,
2893,★ ⑳ molten moedor de cana,Tropinha do Zap,
2894,★ ⑳ tinendeus+_+,REAL MADRID 2018,
2895,★ ⑳ Jonas de Abril,Tropinha do Zap,
2896,★ ⑳ nth,REAL MADRID 2018,
2897,★ ⑳ Love Sosa,Tropinha do Zap,
2898,★ ⑳ mavz1N,REAL MADRID 2018,
2899,★ ⑳ Tefuh.MDQ,ATRAPA2 GAMING,
2900,★ ⑳ afflict,SELVA,
2901,★ ⑳ ShinNy,ATRAPA2 GAMING,
2902,★ ⑳ crisz *,ATRAPA2 GAMING,
2903,★ ⑳ motm,SELVA,
2904,★ ⑳ Neephzinho,SELVA,
2905,★ ⑳ ivanzinho=),ATRAPA2 GAMING,
2906,★ ⑳ kvns_-,ATRAPA2 GAMING,
2907,★ ⑳ kkkkkkkkkkkkkkkk,SELVA,
2908,★ ⑳ slashz,SELVA,
2909,★ ⑳ ashihara,SUAP!,
2910,★ ⑳ salzani,The Clutch Force,
2911,★ ⑳ joax,The Clutch Force,
2912,★ ⑳ ckt,SUAP!,
2913,★ ⑳ Scooby*doO,SUAP!,
2914,★ ⑳ skitz``,The Clutch Force,
2915,★ ⑳ suap | SINISTRU,SUAP!,
2916,★ ⑳ WqzSSJ,The Clutch Force,
2917,★ ⑳ latta_,The Clutch Force,
2918,★ ⑳ gerotto,SUAP!,
2919,★ ⑳ sbnzyn,EFFECT,
2920,★ ⑳ Delacroix,Action X,
2921,★ ⑱ twitch.tv/Balthman,Action X,
2922,★ ⑳ TriniTyy,EFFECT,
2923,★ ⑳ sch,EFFECT,
2924,★ ⑳ Kadzz,Action X,Suporte
2925,★ ⑳ jeN,EFFECT,
2926,★ ⑳ gMsss,Action X,Lurker
2927,★ ⑳ KnzinN,EFFECT,
2928,★ ⑱ Fvn-,Action X,
2929,★ ⑳ ALe,Atletico Goianiense Esports,
2930,★ ⑳ lineko,Ceará Sporting Club,
2931,★ ⑳ magniezi ♥,Atletico Goianiense Esports,
2932,★ ⑳ spLx,Ceará Sporting Club,
2933,★ ⑳ NAITTEXDD,Ceará Sporting Club,
2934,★ ⑳ BigShark,Atletico Goianiense Esports,
2935,★ ⑳ mcl,Ceará Sporting Club,
2936,★ ⑳ Caiovysk ---,Atletico Goianiense Esports,
2937,★ ⑳ LGF-,Atletico Goianiense Esports,
2938,★ ⑳ sk1p,Ceará Sporting Club,
2939,★ ⑳ arieldidi,RIVER PLATE GAMING,
2940,★ ⑳ HPS,Elevate GG,
2941,★ ⑳ history,Elevate GG,
2942,★ ⑳ atarax1asetansis6x:ñ_,RIVER PLATE GAMING,
2943,★ ⑳ minimal^^,RIVER PLATE GAMING,
2944,★ ⑳ MRN1,RIVER PLATE GAMING,
2945,★ ⑳ twitch.tv/CutzMeretz,Elevate GG,
2946,★ ⑳ guidimon,RIVER PLATE GAMING,
2947,★ ⑳ Demonos,Elevate GG,
2948,★ ⑳ bruno_x,0,
2949,★ ⑳ impax*,Furnace Esports,
2950,★ ⑳ roy,9z Academy,
2951,★ ⑳ patovis,Furnace Esports,
2952,★ ⑳ redmor,9z Academy,
2953,★ ⑳ darkpsy,Furnace Esports,
2954,★ ⑳ buda,9z Academy,
2955,★ ⑳ KAISER,9z Academy,
2956,★ ⑳ furydaking*,Furnace Esports,
2957,★ ⑳ ElMori,Furnace Esports,
2958,★ ⑳ FURQE,9z Academy,
2959,★ ⑳ ayatozzzzzzzzzzz,RealDeal Rise,
2960,★ ⑳ skl,Detona Pound,
2961,★ ⑳ g1ozerinha B.,Detona Pound,
2962,★ ⑳ JE4N-.,RealDeal Rise,
2963,★ ⑳ Leozvnn_,RealDeal Rise,
2964,★ ⑳ igux fan,RealDeal Rise,
2965,★ ⑳ tt♥,Detona Pound,
2966,★ ⑳ CyBeR,RealDeal Rise,
2967,★ ⑳ perez,Detona Pound,
2968,★ ⑳ w3llz,Detona Pound,
2969,★ ⑳ FakeFox,You Never Know,
2970,❣️ Rossett1-,Chevetao $$$ R3B4IX4D0,
2971,★ ⑳ mafeu,You Never Know,
2972,★ ⑳ nz.,You Never Know,
2973,★ ⑳ back[D]oor ♥ reeh,Chevetao $$$ R3B4IX4D0,
2974,★ ⑱ AL. LUCIN,Chevetao $$$ R3B4IX4D0,
2975,★ ⑳ rafa',You Never Know,
2976,★ ⑳ Drena,You Never Know,
2977,★ ⑳ PixeL,Chevetao $$$ R3B4IX4D0,
2978,★ ⑳ JapaK1ng,Chevetao $$$ R3B4IX4D0,
2979,★ ⑳ ritzz_-,sans organisation,
2980,★ ⑳ Parrudao.....,Esporte Clube Bahia,
2981,★ ⑳ high fashion,sans organisation,
2982,★ ⑳ teleGOD,sans organisation,
2983,★ ⑳ Lezzz pX,Esporte Clube Bahia,
2984,★ ⑳ Always boy,sans organisation,
2985,★ ⑳ lazzarus-,sans organisation,
2986,aNdz,Esporte Clube Bahia,
2987,★ ⑳ PDN,Esporte Clube Bahia,
2988,★ ⑳ shotemily ♥,Esporte Clube Bahia,
2989,★ ⑳ Hezz †,Stone Movistar,
2990,★ ⑳ kami*,JACKBOY$ (NO ORG),
2991,★ ⑳ pavv+,Stone Movistar,
2992,★ ⑳ fusco,Stone Movistar,
2993,★ ⑳ GABB,JACKBOY$ (NO ORG),
2994,★ ⑳ shawty,Stone Movistar,
2995,★ ⑲ guishorromonstro,Stone Movistar,
2996,★ ⑳ happ^,JACKBOY$ (NO ORG),
2997,★ ⑳ nickWRLD- *^!,JACKBOY$ (NO ORG),
2998,★ ⑳ Haz4rt,JACKBOY$ (NO ORG),
2999,★ ⑳ fbz,Rush eSports,IGL
3000,★ ⑳ Lehmann,Rush eSports,
3001,★ ⑳ ftx,Rush eSports,
3002,★ ⑳ TimothyoDaZl,Rush eSports,AWPer
3003,★ ⑳ insani,Rush eSports,
3004,★ ⑳ BobZ,Santos e-Sports,
3005,★ ⑳ xns,Santos e-Sports,
3006,★ ⑳ ke1z,Santos e-Sports,
3007,★ ⑳ voltera,Santos e-Sports,
3008,★ ⑳ MaLLby,Santos e-Sports,
3009,★ ⑳ CPX,SUGOI! Last Dance,
3010,★ ⑳ STxiss,ex-ubrain,
3011,★ ⑳ GV |,ex-ubrain,
3012,★ ⑳ CHA,SUGOI! Last Dance,
3013,★ ⑲ aloive-,SUGOI! Last Dance,
3014,★ ⑳ SUPERDANTAO,ex-ubrain,
3015,★ ⑳ synerg,SUGOI! Last Dance,
3016,★ ⑳ alli-,ex-ubrain,
3017,★ ⑳ MSD,ex-ubrain,
3018,★ ⑳ ruizz,SUGOI! Last Dance,
3019,★ ⑳ NOSH,CUIABA PRANK,
3020,★ ⑲ guig0``,Mastermind,
3021,★ ⑳ sarmazi,CUIABA PRANK,
3022,★ ⑳ shenzika9,Mastermind,
3023,★ ⑳ dkzz,Mastermind,
3024,★ ⑳ galkynNnN,CUIABA PRANK,
3025,★ ⑳ CSM twitch.tv/csmfps,Mastermind,
3026,★ ⑳ terr4zz nocryyy,CUIABA PRANK,
3027,★ ⑳ PALHAÇO IXI,CUIABA PRANK,
3028,★ ⑳ tubarone,Mastermind,
3029,★ ⑳ cerol011,Urubuzada e-Sports,
3030,★ ⓪ SALIMCS,BRASA GAMING,
3031,★ ⑳ MURILOHENj,Urubuzada e-Sports,
3032,★ ⑳ NcK,BRASA GAMING,
3033,★ ⑳ rosseti,Urubuzada e-Sports,
3034,★ ⑳ ryu-,BRASA GAMING,
3035,★ ⑳ ZDK,Urubuzada e-Sports,
3036,★ ⑳ saipsz4n ♥j,Urubuzada e-Sports,
3037,★ ⑳ magnuh,BRASA GAMING,
3038,★ ⑳ gon,BRASA GAMING,
3039,★ ⑳ luchov,DESEMPLEADOS,
3040,★ ⑳ duquie,NUKEGG,
3041,★ ⑳ KUN,DESEMPLEADOS,
3042,★ ⑳ Jah-ras,NUKEGG,
3043,★ ⑳ leleocs1,NUKEGG,
3044,★ ⑳ laser =),DESEMPLEADOS,
3045,★ ⑳ zyxky_-,NUKEGG,
3046,★ ⑳ calc,NUKEGG,
3047,★ ⑳ peqexino,DESEMPLEADOS,
3048,★ ⑲ cadiaN,DESEMPLEADOS,
3049,★ ⑳ deserved paradise,GROUPiE$,
3050,★ ⑳ sandman,GROUPiE$,
3051,★ ⑳ rdnzao,GROUPiE$,
3052,★ ⑳ storm^,ALO AMBEV,
3053,★ ⑳ littlefoot,ALO AMBEV,
3054,★ ⑳ bN^zZZzz^zZzZ^zZ,GROUPiE$,
3055,★ ⑳ where is my mind,GROUPiE$,
3056,★ ⑳ kindg,ALO AMBEV,
3057,★ ⑳ osama-,ALO AMBEV,
3058,★ ⑳ btk,ALO AMBEV,
3059,★ ⑳ kds,0,
3060,★ ⑳ 182,Leviatan Esports,
3061,★ ⑳ Royals,Black Hawks Clan,
3062,★ ⑳ BEICOLASOO,Leviatan Esports,
3063,★ ⑳ FOMF3R4,Black Hawks Clan,
3064,★ ⑳ eXE-E? D,Black Hawks Clan,
3065,★ ⑳ devastated,Leviatan Esports,
3066,★ ⑳ † strawwberry  †,Black Hawks Clan,
3067,★ ⑳ tu padre,Leviatan Esports,
3068,★ ⑲ salte.,Black Hawks Clan,
3069,★ ⑳ PedrinS3,SEMORG!,Suporte
3070,★ ⑳ 1000TRETAS!,0,
3071,★ ⑳ kyle4tw,niKe12mOLa,
3072,★ ⑳ $$$$$$$$,SEMORG!,
3073,★ ⑳ leozik4,niKe12mOLa,
3074,★ ⑳ twitch.tv/lukiz_cs,niKe12mOLa,
3075,★ ⑳ de6667,SEMORG!,
3076,★ ⑳ abg,SEMORG!,Lurker
3077,★ ⑳ reginzer44`,niKe12mOLa,
3078,★ ⑳ twitch.tv/s1ckocsgo,niKe12mOLa,
3079,★ ⑳ zmb,FURIA Academy,AWPer
3080,★ ⑳ paiva,INTZ,
3081,★ ⑳ r4ul,FURIA Academy,
3082,★ ⑳ guZERA,INTZ,
3083,★ ⑳ ninjaZ,FURIA Academy,
3084,★ ⑳ dukka,INTZ,
3085,★ ⑳ msr,FURIA Academy,
3086,★ ⑳ parEdao[9],INTZ,
3087,★ ⑳ detr0ittJ,FURIA Academy,
3088,★ ⑳ chara *LogitechG,INTZ,
3089,★ ⑳ m4ir,CSA eSports,
3090,★ ⑳ pendulum,Forget,
3091,★ ⑳ DrewiiD,CSA eSports,
3092,★ ⑳ nsn-,Forget,
3093,★ ⑳ CONNECT,CSA eSports,
3094,★ ⑳ nlwz1k;,Forget,
3095,★ ⑳ Aiz9n,CSA eSports,
3096,★ ⑳ TERR9R-,Forget,
3097,★ ⑳ NoA,CSA eSports,
3098,★ ⑳ conh4zikj_-,Forget,
3099,★ ⑳ shine.-,WE ARE ONE,
3100,★ ⑳ jnRAT' XN-,Team Brave Soldiers,
3101,★ ⑳ lend,0,
3102,★ ⑳ loop$lv *POPDOG,0,
3103,★ ⑳ LUCKING,Team Brave Soldiers,
3104,★ ⑳ ktn,WE ARE ONE,
3105,★ ⑳ Dukha XN-,Team Brave Soldiers,
3106,★ ⑳ coeDEUS,WE ARE ONE,
3107,★ ⑳ fnk,Team Brave Soldiers,
3108,★ ⑳ Thuister,Team Brave Soldiers,
3109,★ ⑳ kaziN,Polux E-sports,
3110,★ ⑳ LzBK,KG Academy,
3111,★ ⑳ vinizera,Polux E-sports,
3112,★ ⑳ brn$,KG Academy,
3113,★ ⑳ rangel,Polux E-sports,
3114,★ ⑳ FFFELIPINHO1F,KG Academy,
3115,★ ⑳ bnk3,Polux E-sports,
3116,★ ⑳ Anekz,Polux E-sports,
3117,★ ⑳ antonini,KG Academy,
3118,★ ⑳ pedrinzy,KG Academy,
3119,"★ ⑲ coMplot,",0,
3120,★ ⑳ ABRAHAM DEUS,TrueNeutral,
3121,★ ⑳ deltta,NoMercy Clan,
3122,★ ⑳ cArtujaNEITOR!,TrueNeutral,
3123,★ ⑳ twitch.tv/REEAALcs,TrueNeutral,
3124,★ ⑳ TerraN,NoMercy Clan,
3125,★ ⑳ mate,TrueNeutral,
3126,★ ⑳ dnc,NoMercy Clan,
3127,★ ⑳ spankeer^_^zin,0,
3128,"★ ⑳ 70r471`,",0,
3129,★ ⑳ Juaniv;),Hawks,
3130,★ ⑳ zdr,Cooldown Esports,
3131,★ ⑳ tomj ♥ N,Hawks,
3132,★ ⑳ brt9[m],Cooldown Esports,
3133,★ ⑳ fokiu,Cooldown Esports,
3134,★ ⑳ Chuky,Hawks,
3135,★ ⑳ relentless -s-,Hawks,
3136,★ ⑳ akaramelaO',Hawks,
3137,★ ⑳ Hikari,Cooldown Esports,
3138,★ ⑳ RERERERERE,Cooldown Esports,
3139,★ ⑳ nollan,UFSC TITANS,
3140,★ ⑳ JGOD,MENINOS DA VILA (SEM ORG),
3141,★ ⑳ twitch.tv/saya942,MENINOS DA VILA (SEM ORG),
3142,★ ⑳ lesteR7!,UFSC TITANS,
3143,★ ⑳ stanckz,UFSC TITANS,
3144,★ ⑳ lupito* “),MENINOS DA VILA (SEM ORG),
3145,★ ⑲ reNtu[t],MENINOS DA VILA (SEM ORG),
3146,★ ⑳ GAFTE,UFSC TITANS,
3147,★ ⑳ Andrade,MENINOS DA VILA (SEM ORG),
3148,★ ⑳ Little rubber duck,UFSC TITANS,
3149,★ ⑳ fp1,RedragoN,
3150,★ ⑳ SUNDAYYYY,Stars Horizon,
3151,★ ⑳ Bruninho ;),RedragoN,
3152,★ ⑳ mtsGOD,Stars Horizon,
3153,★ ⑳ proSHOW,RedragoN,
3154,★ ⑳ kurg4n,RedragoN,
3155,★ ⑳ bnc,Stars Horizon,
3156,★ ⑳ Reix,Stars Horizon,
3157,★ ⑳ puni,RedragoN,
3158,★ ⑳ tkl,Stars Horizon,
3159,★ ⑳ abelo,no org,
3160,★ ⑳ jqn,Acotados,
3161,★ ⑳ drt-_,no org,
3162,★ ⑳ sickick,Acotados,
3163,★ ⑳ Diovand,Acotados,
3164,★ ⑳ MTG,no org,
3165,★ ⑳ jnrzin,no org,
3166,★ ⑳ csooo,no org,
3167,★ ⑳ bruno,Acotados,
3168,★ ⑳ Ray Donovan,0,
3169,★ ⑳ westDEUS,0,
3170,★ ⑳ henrizyn,BON$,
3171,★ ⑳ azes -wfe-,Value Dragons,
3172,★ ⑳ Mikkiz ????,BON$,
3173,★ ⑳ agRFpsss,BON$,
3174,★ ⑳ BALiNHASKyWALKER,0,
3175,★ ⑳ nyezin,Value Dragons,
3176,★ ⑳ Lksz1N,Value Dragons,
3177,★ ⑳ europeu,Value Dragons,
3178,★ ⑳ alanzy,BON$,
3179,★ ⑳ kaz,0,
3180,★ ⑳ gbb,Rehl Esports,
3181,★ ⑳ $tormZ,Beneath Gaming,
3182,★ ⑳ Ramm0s,Rehl Esports,
3183,★ ⑳ LcmM,Rehl Esports,
3184,★ ⑳ mlhzin,Beneath Gaming,
3185,★ ⑳ gus,Rehl Esports,
3186,★ ⑳ galaxyy,Beneath Gaming,
3187,★ ⑳ mileroff,Beneath Gaming,
3188,★ ⑳ kyoshix),Beneath Gaming,
3189,★ ⑳ Alisson,Rehl Esports,
3190,★ ⑳ onze,0,
3191,★ ⑳ bruno[1],0,
3192,★ ⑳ Atlas,I Dont Have Roof,
3193,★ ⑲ PACxM4N,GSTFAMILY,
3194,★ ⑳ fera-,I Dont Have Roof,
3195,★ ⑳ secrets,GSTFAMILY,
3196,★ ⑳ James,I Dont Have Roof,
3197,★ ⑳ hitt,GSTFAMILY,
3198,★ ⑳ Palensckii,I Dont Have Roof,
3199,★ ⑳ divine,GSTFAMILY,
3200,★ ⑳ SlayGG^^ *@high.skins,0,
3201,★ ⑳ BiT$ *@high.skins,0,
3202,★ ⑳ sam*,0,
3203,★ ⑳ Markz)),Need Org,
3204,★ ⑳ ♥ LKS.-,Need Org,
3205,★ ⑳ KrN *@high.skins,Galacticos (NO-ORG),
3206,★ ⑳ JMSfps *@high.skins,Galacticos (NO-ORG),
3207,★ ⑳ CchampsS,Need Org,
3208,★ ⑳ patozer4 *@high.skins,Galacticos (NO-ORG),
3209,✪ Japowski -iwnl-,Need Org,
3210,★ ⑳ pipos,NOORG,
3211,★ ⑳ predict,FIVER5 ICE,
3212,★ ⑳ fadezao ;),FIVER5 ICE,
3213,★ ⑳ dazet,NOORG,
3214,★ ⑳ nco,NOORG,
3215,★ ⑳ filkzz:ao,FIVER5 ICE,
3216,★ ⑳ xeque,FIVER5 ICE,
3217,★ ⑳ nata,NOORG,
3218,★ ⑳ TISANJ3D,NOORG,
3219,★ ⑳ rN-_-,FIVER5 ICE,
3220,★ ⑳ ksloks,Rush Youngsters,
3221,★ ⑳ AKEX,Meta Paraguay,
3222,★ ⑳ Brabo,Rush Youngsters,
3223,★ ⑳ v7b,Meta Paraguay,
3224,★ ⑳ mlc,Rush Youngsters,
3225,★ ⑳ Dav1dpy10,Meta Paraguay,
3226,★ ⑳ Shout,Rush Youngsters,
3227,★ ⑳ aNgelzera,Rush Youngsters,
3228,★ ⑳ aNG,Meta Paraguay,
3229,★ ⑳ Lukz-iwnl-,Meta Paraguay,
3230,★ ⑳ sorry,Tactical Killer,
3231,★ ⑳ aessy,NaoTemOrg,
3232,★ ⑳ noezErA;,NaoTemOrg,
3233,★ ⑳ Lok1,Tactical Killer,
3234,★ ⑳ Krz,Tactical Killer,
3235,★ ⑳ alexandre_,NaoTemOrg,
3236,★ ⑳ nadal,NaoTemOrg,
3237,★ ⑳ LhaMa!,Tactical Killer,
3238,★ ⑳ rafz,Tactical Killer,
3239,★ ⑳ leozziK Ψ,NaoTemOrg,
3240,★ ⑳ ninOSTYLE.-,Bittersod Emerald,
3241,★ ⑳ Nothzera ^^,7belo,
3242,★ ⑲ try,7belo,
3243,★ ⑳ kifaR,Bittersod Emerald,
3244,★ ⑳ razor,Bittersod Emerald,
3245,★ ⑳ jntziN-,7belo,
3246,★ ⑳ hax,Bittersod Emerald,
3247,★ ⑳ Dekuuj,7belo,
3248,★ ⑳ nks-_-,Bittersod Emerald,
3249,★ ⑳ Maloquitaaaa,7belo,
3250,★ ⑳ nqz,DETONA,
3251,★ ⑳ lineko,Ceará Sporting Club,
3252,★ ⑳ mcl,Ceará Sporting Club,
3253,★ ⑳ kauez,DETONA,
3254,★ ⑳ NikoM,DETONA,
3255,★ ⑳ spLx,Ceará Sporting Club,
3256,★ ⑳ frostezor,DETONA,
3257,★ ⑳ lux[1],DETONA,
3258,★ ⑳ sk1p,Ceará Sporting Club,
3259,★ ⑳ NAITTEXDD,Ceará Sporting Club,
3260,★ ⑳ mid1^,blackhat esports,
3261,★ ⑳ s1ckx,evoLutek e-Sports,
3262,★ ⑳ lalau,blackhat esports,
3263,★ ⑳ limetes.,evoLutek e-Sports,
3264,★ ⑳ rmw,evoLutek e-Sports,
3265,★ ⑲ dug,blackhat esports,
3266,★ ⑳ Flasky-,blackhat esports,
3267,★ ⑳ Lich,evoLutek e-Sports,
3268,★ ⑳ clownzera-,blackhat esports,
3269,★ ⑳ Morais,evoLutek e-Sports,
3270,★ ⑳ Shambles,0,
3271,★ ⑳ nicko,0,
3272,★ ⑳ Godals,Pardo Esports,
3273,★ ⑳ knz,SUGOI! Gakkou,
3274,★ ⑳ singl9,0,
3275,★ ⑳ bruj'=D♥T,Pardo Esports,
3276,★ ⑳ eragonmachine,Pardo Esports,
3277,★ ⑳ NICO,SUGOI! Gakkou,
3278,★ ⑳ 1945,Pardo Esports,
3279,★ ⑳ amaz!ng,SUGOI! Gakkou,
3280,★ ⑳ fipa,WAGLO Esports,
3281,★ ⑳ Tefuh.MDQ,ATRAPA2 GAMING,
3282,★ ⑳ talent,WAGLO Esports,
3283,★ ⑳ kvns_-,ATRAPA2 GAMING,
3284,★ ⑳ Riider,WAGLO Esports,
3285,★ ⑳ ivanzinho=),ATRAPA2 GAMING,
3286,★ ⑳ putsuke,WAGLO Esports,
3287,★ ⑳ ShinNy,ATRAPA2 GAMING,
3288,★ ⑳ Finnin,WAGLO Esports,
3289,★ ⑳ crisz *,ATRAPA2 GAMING,
3290,★ ⑳ osama-,ALO AMBEV,
3291,★ ⑳ LIL,YAKUZA,
3292,★ ⑳ capocha,YAKUZA,
3293,★ ⑳ littlefoot,ALO AMBEV,
3294,★ ⑳ kindg,ALO AMBEV,
3295,★ ⑳ TeSeS,YAKUZA,
3296,★ ⑳ oNLyGoDcANJuDGeMe,YAKUZA,
3297,★ ⑳ btk,ALO AMBEV,
3298,★ ⑳ diegz,YAKUZA,
3299,★ ⑳ storm^,ALO AMBEV,
3300,★ ⑳ hayhazinho ^v^,0,
3301,★ ⑳ gu1,0,
3302,★ ⑳ v1rtuw,doubleSense,
3303,★ ⑳ KOBE,URSO NÃO JOGAR DUST2,
3304,★ ⑳ Finn Andersen,doubleSense,
3305,★ ⑳ sf_,URSO NÃO JOGAR DUST2,
3306,★ ⑳ lauzy-,doubleSense,
3307,★ ⑳ skn,doubleSense,
3308,★ ⑳ gabriellll,URSO NÃO JOGAR DUST2,
3309,★ ⑳ ziK,0,
3310,★ ⑳ MickY™,BTH-Esports,
3311,★ ⑳ Cronodinho,MZ TEAM,
3312,★ ⑳ Brokenqad,BTH-Esports,
3313,★ ⑳ guishu,BTH-Esports,
3314,★ ⑳ styko,MZ TEAM,
3315,★ ⑳ santi-,MZ TEAM,
3316,★ ⑳ zekla,MZ TEAM,
3317,★ ⑳ maxxkor,BTH-Esports,
3318,★ ⑳ bau,BTH-Esports,
3319,★ ⑳ Piccas0,MZ TEAM,
3320,★ ⑳ tr1n,DeserveIT,
3321,★ ⑳ 182,Leviatan Esports,
3322,★ ⑳ jackzera`,DeserveIT,
3323,★ ⑳ RNN,DeserveIT,
3324,★ ⑳ beg0d,Leviatan Esports,
3325,★ ⑳ fhz=d!!!,DeserveIT,
3326,★ ⑳ rodzz´´´''',DeserveIT,
3327,★ ⑳ kds,Leviatan Esports,
3328,★ ⑳ BEICOLASOO,Leviatan Esports,
3329,★ ⑳ tu padre,Leviatan Esports,
3330,★ ⑳ Rossett1,Chevetao $$$ R3B4IX4D0,
3331,★ ⑳ † strawwberry  †,Black Hawks Clan,
3332,★ ⑳ back[D]oor ♥ reeh,Chevetao $$$ R3B4IX4D0,
3333,★ ⑲ salte.,Black Hawks Clan,
3334,★ ⑳ Royals,Black Hawks Clan,
3335,★ ⑳ JapaK1ng,Chevetao $$$ R3B4IX4D0,
3336,★ ⑱ AL. LUCIN,Chevetao $$$ R3B4IX4D0,
3337,★ ⑳ PixeL,Chevetao $$$ R3B4IX4D0,
3338,★ ⑳ FOMF3R4,Black Hawks Clan,
3339,★ ⑳ eXE-E? D,Black Hawks Clan,
3340,★ ⑳ joax,The Clutch Force,
3341,★ ⑳ edv-,en$aboado$,
3342,★ ⑳ n0page,en$aboado$,
3343,★ ⑳ skitz``,The Clutch Force,
3344,★ ⑳ n1troX,en$aboado$,
3345,★ ⑳ latta_,The Clutch Force,
3346,★ ⑳ vaNder-w-,en$aboado$,
3347,★ ⑳ WqzSSJ,The Clutch Force,
3348,★ ⑳ salzani,The Clutch Force,
3349,★ ⑳ riickwow -,en$aboado$,
3350,★ ⑳ rove,NO-ORG,
3351,★ ⑳ matinaso,Flow Nocturns Gaming,
3352,★ ⑳ limi7,Flow Nocturns Gaming,
3353,★ ⑳ pab1,NO-ORG,
3354,★ ⑳ t4MAg,Flow Nocturns Gaming,
3355,★ ⑳ facuzone,NO-ORG,
3356,★ ⑳ leandra$o,Flow Nocturns Gaming,
3357,★ ⑳ MTC^,NO-ORG,
3358,★ ⑳ sheep,Flow Nocturns Gaming,
3359,★ ⑳ Lovag*,NO-ORG,
3360,★ ⑳ aNdz,Esporte Clube Bahia,
3361,★ ⑳ goko,UFSCar FiRE,
3362,★ ⑳ Lezzz pX,Esporte Clube Bahia,
3363,★ ⑳ Parrudao.....,Esporte Clube Bahia,
3364,★ ⑳ rafinha,UFSCar FiRE,
3365,★ ⑳ gobbs,UFSCar FiRE,
3366,★ ⑳ PDN,Esporte Clube Bahia,
3367,★ ⑳ dengue,UFSCar FiRE,
3368,★ ⑳ shotemily ♥,Esporte Clube Bahia,
