,Role,Killed,Death,ADR,TotalDamageDealt,RoundMVPs,LastAliveQuantity,Clutches,FirstKills,FirstDeaths,FlashedEnemies,FlashAssists,BombsPlanted,WalkQuantityAsTR,DistanceTraveledAsTR,AK47Kills,MAC10Kills,M4A4Kills,MP9Kills,AWPKills,ScoutKills
659,AWPer,0.17,0.18,0.18,0.18,0.0,0.4,0.0,0.33,0.25,0.17,0.2,0.5,0.15,0.2,0.0,0.33,0.12,0.0,0.86,0.0
1355,AWPer,0.17,0.19,0.17,0.17,0.16,0.35,0.0,0.13,0.14,0.54,0.43,0.1,0.18,0.19,0.12,0.0,0.03,0.0,0.54,0.0
2556,AWPer,0.19,0.19,0.18,0.18,0.17,0.21,0.0,0.2,0.31,0.24,0.36,0.29,0.18,0.19,0.1,0.0,0.09,0.0,0.89,0.0
79,AWPer,0.24,0.2,0.2,0.2,0.38,0.27,0.0,0.1,0.26,0.38,0.5,0.44,0.18,0.19,0.18,0.0,0.36,0.0,0.25,0.0
106,AWPer,0.25,0.19,0.19,0.19,0.5,0.19,0.0,0.19,0.17,0.18,0.0,0.5,0.18,0.18,0.37,0.0,0.08,0.25,1.0,0.0
659,AWPer,0.17,0.18,0.18,0.18,0.0,0.4,0.0,0.33,0.25,0.17,0.2,0.5,0.15,0.2,0.0,0.33,0.12,0.0,0.86,0.0
1355,AWPer,0.17,0.19,0.17,0.17,0.16,0.35,0.0,0.13,0.14,0.54,0.43,0.1,0.18,0.19,0.12,0.0,0.03,0.0,0.54,0.0
2556,AWPer,0.19,0.19,0.18,0.18,0.17,0.21,0.0,0.2,0.31,0.24,0.36,0.29,0.18,0.19,0.1,0.0,0.09,0.0,0.89,0.0
77,Entry Fragger,0.18,0.22,0.2,0.2,0.12,0.07,0.0,0.0,0.26,0.09,0.0,0.0,0.2,0.2,0.23,0.0,0.14,0.0,0.0,0.0
105,Entry Fragger,0.17,0.21,0.19,0.19,0.33,0.19,0.0,0.12,0.17,0.32,0.5,0.0,0.16,0.19,0.11,0.0,0.25,0.75,0.0,0.0
657,Entry Fragger,0.21,0.17,0.2,0.2,0.31,0.2,0.0,0.2,0.12,0.25,0.4,0.17,0.21,0.18,0.35,0.0,0.08,1.0,0.0,0.0
1352,Entry Fragger,0.21,0.19,0.22,0.22,0.32,0.06,0.0,0.33,0.14,0.0,0.14,0.2,0.21,0.2,0.28,0.0,0.28,0.0,0.0,0.0
2558,Entry Fragger,0.16,0.19,0.2,0.2,0.0,0.14,0.0,0.13,0.31,0.2,0.45,0.29,0.2,0.2,0.1,0.17,0.17,0.0,0.0,0.0
78,Entry Fragger,0.17,0.19,0.18,0.18,0.0,0.2,0.0,0.2,0.05,0.24,0.0,0.22,0.2,0.21,0.18,0.0,0.21,0.0,0.0,0.0
107,Entry Fragger,0.17,0.18,0.16,0.16,0.0,0.25,0.0,0.06,0.0,0.11,0.25,0.0,0.23,0.23,0.26,0.0,0.08,0.0,0.0,0.0
658,Entry Fragger,0.23,0.2,0.25,0.25,0.38,0.2,0.0,0.07,0.12,0.11,0.0,0.0,0.21,0.21,0.39,0.67,0.17,0.0,0.0,0.0
1354,Entry Fragger,0.27,0.19,0.26,0.26,0.37,0.29,0.5,0.2,0.23,0.15,0.29,0.3,0.23,0.21,0.25,0.0,0.41,0.0,0.0,0.0
2554,Entry Fragger,0.14,0.19,0.14,0.14,0.33,0.21,0.0,0.07,0.08,0.12,0.0,0.14,0.22,0.2,0.3,0.0,0.17,0.0,0.0,0.0
77,Entry Fragger,0.18,0.22,0.2,0.2,0.12,0.07,0.0,0.0,0.26,0.09,0.0,0.0,0.2,0.2,0.23,0.0,0.14,0.0,0.0,0.0
105,Entry Fragger,0.17,0.21,0.19,0.19,0.33,0.19,0.0,0.12,0.17,0.32,0.5,0.0,0.16,0.19,0.11,0.0,0.25,0.75,0.0,0.0
657,Entry Fragger,0.21,0.17,0.2,0.2,0.31,0.2,0.0,0.2,0.12,0.25,0.4,0.17,0.21,0.18,0.35,0.0,0.08,1.0,0.0,0.0
1352,Entry Fragger,0.21,0.19,0.22,0.22,0.32,0.06,0.0,0.33,0.14,0.0,0.14,0.2,0.21,0.2,0.28,0.0,0.28,0.0,0.0,0.0
2558,Entry Fragger,0.16,0.19,0.2,0.2,0.0,0.14,0.0,0.13,0.31,0.2,0.45,0.29,0.2,0.2,0.1,0.17,0.17,0.0,0.0,0.0
6,AWPer,0.27,0.16,0.26,0.26,0.09,0.25,0.5,0.21,0.0,0.33,0.5,0.0,0.19,0.2,0.07,1.0,0.05,0.0,0.78,1.0
2344,AWPer,0.17,0.2,0.17,0.17,0.12,0.33,0.5,0.15,0.17,0.15,0.29,0.33,0.18,0.21,0.0,0.0,0.0,0.0,0.86,1.0
2384,AWPer,0.18,0.19,0.17,0.17,0.0,0.12,0.0,0.33,0.12,0.17,0.0,0.33,0.19,0.2,0.07,0.0,0.0,0.0,0.88,0.0
2464,AWPer,0.26,0.18,0.22,0.22,0.18,0.2,1.0,0.19,0.19,0.46,0.0,0.6,0.16,0.17,0.15,0.0,0.0,0.0,1.0,1.0
3676,AWPer,0.26,0.18,0.21,0.21,0.33,0.33,0.0,0.08,0.42,0.2,0.4,1.0,0.17,0.19,0.07,0.5,0.0,0.0,0.93,1.0
9,Entry Fragger,0.14,0.17,0.11,0.11,0.27,0.17,0.5,0.14,0.21,0.18,0.11,0.12,0.19,0.2,0.21,0.0,0.11,0.0,0.0,0.0
2348,Entry Fragger,0.11,0.18,0.14,0.14,0.12,0.17,0.0,0.0,0.42,0.07,0.14,0.33,0.22,0.2,0.1,0.0,0.19,0.0,0.0,0.0
2388,Entry Fragger,0.21,0.19,0.22,0.22,0.5,0.24,0.0,0.33,0.25,0.07,0.56,0.0,0.18,0.2,0.21,0.0,0.28,0.0,0.0,0.0
2467,Entry Fragger,0.24,0.21,0.24,0.24,0.36,0.13,0.0,0.25,0.31,0.12,0.0,0.1,0.24,0.2,0.3,0.0,0.5,0.2,0.0,0.0
3679,Entry Fragger,0.24,0.2,0.24,0.24,0.17,0.2,0.0,0.5,0.25,0.2,0.4,0.0,0.23,0.19,0.27,0.0,0.5,0.0,0.0,0.0
7,Lurker,0.17,0.18,0.17,0.17,0.36,0.08,0.0,0.21,0.21,0.24,0.06,0.62,0.21,0.2,0.25,0.0,0.26,0.0,0.0,0.0
2347,Lurker,0.19,0.19,0.19,0.19,0.25,0.22,0.5,0.0,0.25,0.24,0.0,0.0,0.26,0.21,0.33,0.0,0.19,0.0,0.14,0.0
2385,Lurker,0.22,0.2,0.21,0.21,0.5,0.18,0.0,0.11,0.31,0.2,0.11,0.33,0.22,0.19,0.43,0.0,0.17,0.0,0.0,0.0
2468,Lurker,0.15,0.17,0.15,0.15,0.09,0.2,0.0,0.06,0.12,0.08,0.0,0.1,0.24,0.2,0.18,0.0,0.15,0.2,0.0,0.0
3677,Lurker,0.22,0.2,0.24,0.24,0.33,0.2,0.0,0.08,0.08,0.2,0.2,0.0,0.21,0.2,0.33,0.25,0.3,0.0,0.0,0.0
5,Suporte,0.17,0.23,0.2,0.2,0.18,0.33,0.0,0.14,0.21,0.12,0.17,0.12,0.18,0.2,0.21,0.0,0.32,0.0,0.0,0.0
2346,Suporte,0.17,0.21,0.24,0.24,0.12,0.11,0.0,0.23,0.0,0.15,0.29,0.0,0.15,0.18,0.19,0.0,0.24,1.0,0.0,0.0
2386,Suporte,0.21,0.19,0.18,0.18,0.0,0.12,0.0,0.11,0.12,0.17,0.22,0.33,0.21,0.21,0.07,0.0,0.39,0.0,0.0,0.0
2465,Suporte,0.21,0.23,0.21,0.21,0.36,0.2,0.0,0.25,0.31,0.19,0.0,0.2,0.17,0.21,0.18,0.0,0.1,0.6,0.0,0.0
3675,Suporte,0.12,0.24,0.13,0.13,0.0,0.2,0.0,0.17,0.17,0.3,0.0,0.0,0.23,0.23,0.0,0.0,0.2,0.0,0.0,0.0
5,Suporte,0.17,0.23,0.2,0.2,0.18,0.33,0.0,0.14,0.21,0.12,0.17,0.12,0.18,0.2,0.21,0.0,0.32,0.0,0.0,0.0
2346,Suporte,0.17,0.21,0.24,0.24,0.12,0.11,0.0,0.23,0.0,0.15,0.29,0.0,0.15,0.18,0.19,0.0,0.24,1.0,0.0,0.0
2386,Suporte,0.21,0.19,0.18,0.18,0.0,0.12,0.0,0.11,0.12,0.17,0.22,0.33,0.21,0.21,0.07,0.0,0.39,0.0,0.0,0.0
2465,Suporte,0.21,0.23,0.21,0.21,0.36,0.2,0.0,0.25,0.31,0.19,0.0,0.2,0.17,0.21,0.18,0.0,0.1,0.6,0.0,0.0
3675,Suporte,0.12,0.24,0.13,0.13,0.0,0.2,0.0,0.17,0.17,0.3,0.0,0.0,0.23,0.23,0.0,0.0,0.2,0.0,0.0,0.0
5,Suporte,0.17,0.23,0.2,0.2,0.18,0.33,0.0,0.14,0.21,0.12,0.17,0.12,0.18,0.2,0.21,0.0,0.32,0.0,0.0,0.0
2346,Suporte,0.17,0.21,0.24,0.24,0.12,0.11,0.0,0.23,0.0,0.15,0.29,0.0,0.15,0.18,0.19,0.0,0.24,1.0,0.0,0.0
2386,Suporte,0.21,0.19,0.18,0.18,0.0,0.12,0.0,0.11,0.12,0.17,0.22,0.33,0.21,0.21,0.07,0.0,0.39,0.0,0.0,0.0
2465,Suporte,0.21,0.23,0.21,0.21,0.36,0.2,0.0,0.25,0.31,0.19,0.0,0.2,0.17,0.21,0.18,0.0,0.1,0.6,0.0,0.0
3675,Suporte,0.12,0.24,0.13,0.13,0.0,0.2,0.0,0.17,0.17,0.3,0.0,0.0,0.23,0.23,0.0,0.0,0.2,0.0,0.0,0.0
5,Suporte,0.17,0.23,0.2,0.2,0.18,0.33,0.0,0.14,0.21,0.12,0.17,0.12,0.18,0.2,0.21,0.0,0.32,0.0,0.0,0.0
2346,Suporte,0.17,0.21,0.24,0.24,0.12,0.11,0.0,0.23,0.0,0.15,0.29,0.0,0.15,0.18,0.19,0.0,0.24,1.0,0.0,0.0
2386,Suporte,0.21,0.19,0.18,0.18,0.0,0.12,0.0,0.11,0.12,0.17,0.22,0.33,0.21,0.21,0.07,0.0,0.39,0.0,0.0,0.0
2465,Suporte,0.21,0.23,0.21,0.21,0.36,0.2,0.0,0.25,0.31,0.19,0.0,0.2,0.17,0.21,0.18,0.0,0.1,0.6,0.0,0.0
3675,Suporte,0.12,0.24,0.13,0.13,0.0,0.2,0.0,0.17,0.17,0.3,0.0,0.0,0.23,0.23,0.0,0.0,0.2,0.0,0.0,0.0
5,Suporte,0.17,0.23,0.2,0.2,0.18,0.33,0.0,0.14,0.21,0.12,0.17,0.12,0.18,0.2,0.21,0.0,0.32,0.0,0.0,0.0
2346,Suporte,0.17,0.21,0.24,0.24,0.12,0.11,0.0,0.23,0.0,0.15,0.29,0.0,0.15,0.18,0.19,0.0,0.24,1.0,0.0,0.0
2386,Suporte,0.21,0.19,0.18,0.18,0.0,0.12,0.0,0.11,0.12,0.17,0.22,0.33,0.21,0.21,0.07,0.0,0.39,0.0,0.0,0.0
2465,Suporte,0.21,0.23,0.21,0.21,0.36,0.2,0.0,0.25,0.31,0.19,0.0,0.2,0.17,0.21,0.18,0.0,0.1,0.6,0.0,0.0
3675,Suporte,0.12,0.24,0.13,0.13,0.0,0.2,0.0,0.17,0.17,0.3,0.0,0.0,0.23,0.23,0.0,0.0,0.2,0.0,0.0,0.0
2484,AWPer,0.16,0.21,0.16,0.16,0.33,0.24,0.33,0.33,0.13,0.06,0.0,1.0,0.16,0.19,0.0,0.0,0.13,0.0,1.0,0.0
3293,AWPer,0.19,0.19,0.15,0.15,0.33,0.13,0.0,0.18,0.09,0.3,0.5,0.2,0.15,0.19,0.07,0.0,0.33,0.0,0.71,0.0
967,Entry Fragger,0.16,0.18,0.16,0.16,0.13,0.18,0.0,0.24,0.11,0.16,0.13,0.12,0.22,0.18,0.19,0.0,0.05,0.0,0.6,0.0
1896,Entry Fragger,0.14,0.21,0.15,0.15,0.0,0.28,0.0,0.15,0.17,0.06,0.0,0.11,0.19,0.2,0.12,0.0,0.14,0.0,0.0,0.0
2301,Entry Fragger,0.31,0.19,0.28,0.28,0.25,0.24,0.5,0.27,0.18,0.19,0.27,0.18,0.19,0.2,0.23,0.0,0.57,0.0,0.0,0.0
2486,Entry Fragger,0.23,0.21,0.22,0.22,0.17,0.18,0.0,0.33,0.07,0.16,0.0,0.0,0.22,0.2,0.36,0.0,0.27,0.0,0.0,0.0
3290,Entry Fragger,0.25,0.21,0.22,0.22,0.0,0.2,1.0,0.55,0.18,0.18,0.0,0.0,0.19,0.2,0.2,0.0,0.0,0.0,0.29,0.0
965,Suporte,0.17,0.2,0.18,0.18,0.33,0.29,1.0,0.18,0.26,0.32,0.27,0.38,0.19,0.21,0.17,0.4,0.35,0.0,0.0,0.0
1897,Suporte,0.17,0.22,0.21,0.21,0.0,0.06,0.0,0.15,0.22,0.12,0.12,0.11,0.16,0.19,0.16,0.0,0.38,0.0,0.0,0.0
2302,Suporte,0.12,0.22,0.14,0.14,0.12,0.19,0.0,0.0,0.12,0.13,0.18,0.09,0.17,0.21,0.15,0.0,0.29,0.0,0.0,0.0
2487,Suporte,0.15,0.21,0.18,0.18,0.17,0.41,0.33,0.0,0.07,0.31,0.14,0.0,0.17,0.21,0.14,0.0,0.33,0.0,0.0,0.0
3294,Suporte,0.13,0.22,0.2,0.2,0.0,0.33,0.0,0.18,0.36,0.12,0.25,0.0,0.21,0.2,0.23,0.0,0.33,0.0,0.0,0.0
